"Zeitstempel","Nutzername","I have read the instructions","Please arrange the provided images that best explains the concept ski, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept ski, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept ski, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept ski, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept ski, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept husky (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept husky (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept husky (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept husky (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept husky (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept tennis racket, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept tennis racket, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept tennis racket, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept tennis racket, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept tennis racket, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept banana, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept banana, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept banana, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept banana, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept banana, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept horse, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept horse, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept horse, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept horse, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept horse, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept street sign, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept street sign, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept street sign, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept street sign, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept street sign, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept airplane, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept airplane, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept airplane, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept airplane, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept airplane, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept dishwasher, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept dishwasher, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept dishwasher, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept dishwasher, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept dishwasher, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept miniskirt, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept miniskirt, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept miniskirt, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept miniskirt, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept miniskirt, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept chihuahua (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept chihuahua (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept chihuahua (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept chihuahua (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept chihuahua (dog), ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept ice bear, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept ice bear, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept ice bear, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept ice bear, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept ice bear, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept gorilla, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept gorilla, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept gorilla, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept gorilla, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept gorilla, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept basketball, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept basketball, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept basketball, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept basketball, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept basketball, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept catamaran (boat), ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept catamaran (boat), ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept catamaran (boat), ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept catamaran (boat), ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept catamaran (boat), ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept CD player, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept CD player, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept CD player, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept CD player, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept CD player, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept paper towel, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept paper towel, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept paper towel, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept paper towel, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept paper towel, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept park bench, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept park bench, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept park bench, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept park bench, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept park bench, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept projectile, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept projectile, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept projectile, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept projectile, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept projectile, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept violin, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept violin, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept violin, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept violin, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept violin, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","Please arrange the provided images that best explains the concept scuba diver, ranking them from 1 (least effective) to 5 (most effective). [Explanation 1]","Please arrange the provided images that best explains the concept scuba diver, ranking them from 1 (least effective) to 5 (most effective). [Explanation 2]","Please arrange the provided images that best explains the concept scuba diver, ranking them from 1 (least effective) to 5 (most effective). [Explanation 3]","Please arrange the provided images that best explains the concept scuba diver, ranking them from 1 (least effective) to 5 (most effective). [Explanation 4]","Please arrange the provided images that best explains the concept scuba diver, ranking them from 1 (least effective) to 5 (most effective). [Explanation 5]","If you have any feedback or thoughts to share, please feel free to leave them here. Thank you once again for your participation! :)"
"2024/01/26 4:13:21 PM MEZ","","Yes","3","4","1","2","5","1","5","2","4","3","2","4","1","5","3","3","1","4","2","5","1","2","5","3","4","1","5","4","2","3","5","4","1","3","2","4","3","5","2","1","5","3","4","2","1","3","4","1","2","5","5","4","1","2","3","1","3","2","4","5","4","3","2","1","5","4","5","1","2","3","4","3","2","5","1","4","1","5","3","2","5","4","2","1","3","1","2","4","3","5","5","4","2","3","1","1","3","2","4","5",""
"2024/02/05 9:04:42 PM MEZ","","Yes","4","5","1","2","3","1","5","2","4","3","2","4","1","3","5","3","1","4","2","5","1","2","5","4","3","1","3","4","2","5","5","4","1","3","2","4","5","1","2","3","2","5","3","4","1","3","4","1","2","5","5","4","3","2","1","3","4","1","5","2","4","1","2","3","5","3","5","1","2","4","4","1","2","3","5","2","1","3","4","5","4","5","1","3","2","1","2","4","3","5","5","4","3","2","1","1","3","2","4","5",""
"2024/02/06 4:58:51 PM MEZ","","Yes","2","4","1","3","5","1","5","3","4","2","3","4","2","5","1","3","1","4","2","5","1","2","5","4","3","2","5","4","1","3","5","3","2","4","1","4","1","5","2","3","5","2","4","3","1","4","3","1","2","5","4","5","1","3","2","5","4","2","3","1","2","5","4","3","1","5","4","2","1","3","3","2","4","5","1","5","1","4","3","2","5","4","3","1","2","3","2","4","1","5","5","4","3","2","1","2","3","1","4","5",""
"2024/02/06 9:16:22 PM MEZ","","Yes","2","4","1","3","5","3","5","1","4","2","3","4","1","5","2","3","1","4","2","5","1","2","5","4","3","2","5","4","1","3","5","4","2","3","1","4","1","5","2","3","5","3","4","2","1","3","4","1","2","5","5","4","1","3","2","4","5","3","2","1","3","4","1","5","2","4","5","1","3","2","3","2","5","4","1","4","2","5","3","1","5","4","3","1","2","4","1","2","3","5","5","4","1","3","2","2","3","1","4","5",""
"2024/02/07 10:07:14 AM MEZ","","Yes","1","4","2","3","5","1","5","2","3","4","2","4","1","5","3","3","1","4","2","5","1","2","5","3","4","5","4","3","1","2","5","4","1","3","2","4","3","5","2","1","5","4","2","3","1","4","3","2","1","5","5","4","2","3","1","5","4","1","3","2","3","4","2","5","1","4","5","1","2","3","5","2","3","4","1","5","1","4","3","2","5","4","1","2","3","3","2","4","1","5","5","3","4","1","2","1","3","2","4","5","Gerade bei den schlechteren explanaitions ist mein Ranking sehr arbiträr, wenn z.B: auf Bild 3,2,5 nichts zu erkennen war hätte ich gerne alle gleich schlecht geranked, das ging aber nicht."
"2024/02/07 10:27:18 AM MEZ","","Yes","2","5","1","3","4","2","5","1","4","3","2","4","1","5","3","3","2","4","1","5","1","2","5","4","3","2","5","4","1","3","5","4","2","3","1","4","3","5","2","1","5","3","4","2","1","3","4","1","2","5","5","4","1","2","3","5","4","2","3","1","3","2","1","5","4","3","5","1","2","4","4","2","5","3","1","5","2","4","3","1","5","4","3","2","1","1","2","4","3","5","5","2","3","4","1","2","1","3","4","5",""
"2024/02/07 7:07:41 PM MEZ","","Yes","2","5","1","3","4","1","5","2","3","4","2","5","1","4","3","3","1","4","2","5","1","2","5","3","4","2","5","4","1","3","5","4","2","3","1","4","5","3","2","1","1","5","3","4","2","4","3","1","2","5","5","4","3","2","1","1","3","2","5","4","3","1","2","5","4","4","5","1","2","3","5","1","4","3","2","2","4","5","3","1","5","4","1","3","2","1","2","4","3","5","5","3","4","2","1","1","3","2","4","5",""
"2024/02/07 7:58:19 PM MEZ","","Yes","3","5","2","1","4","2","5","1","3","4","2","4","1","5","3","3","2","4","1","5","1","2","5","3","4","2","4","3","1","5","5","2","1","4","3","3","5","4","2","1","5","3","2","4","1","3","4","2","1","5","5","4","3","1","2","3","5","1","4","2","4","2","3","1","5","4","5","1","2","3","3","1","2","5","4","2","5","3","1","4","5","3","4","1","2","2","1","4","3","5","5","4","2","3","1","1","3","2","4","5",""
"2024/02/08 1:37:47 AM MEZ","","Yes","1","5","2","3","4","1","5","2","4","3","2","4","1","5","3","3","2","4","1","5","1","2","5","3","4","1","5","4","2","3","4","3","1","5","2","1","3","4","2","5","5","2","4","3","1","5","3","1","2","4","5","4","1","3","2","4","5","2","3","1","3","4","2","5","1","5","4","1","2","3","4","2","3","5","1","4","2","5","3","1","5","4","3","2","1","2","3","4","1","5","5","2","4","3","1","1","3","2","4","5",""
"2024/02/08 8:45:06 AM MEZ","","Yes","3","5","2","1","4","1","5","2","4","3","2","5","1","3","4","3","2","1","4","5","1","2","5","4","3","1","5","3","2","4","5","3","1","4","2","5","1","4","2","3","5","1","2","3","4","3","4","2","1","5","4","5","1","2","3","4","5","2","3","1","4","1","2","3","5","4","5","1","2","3","4","2","5","3","1","5","3","4","2","1","5","4","1","2","3","1","2","4","3","5","5","3","4","2","1","1","3","2","4","5",""
"2024/02/08 8:59:58 AM MEZ","","Yes","3","5","2","1","4","1","5","2","3","4","2","5","1","3","4","2","3","4","1","5","1","2","5","4","3","1","3","4","2","5","5","3","1","4","2","4","5","3","2","1","1","5","3","4","2","3","4","1","2","5","5","4","3","1","2","3","4","2","5","1","4","3","1","2","5","4","3","1","2","5","4","1","3","5","2","1","2","3","4","5","5","2","1","3","4","1","2","4","3","5","5","2","3","4","1","1","3","2","4","5",""
"2024/02/08 11:36:00 AM MEZ","","Yes","3","5","1","2","4","1","5","2","3","4","1","3","2","4","5","4","2","3","1","5","1","2","5","3","4","2","3","4","1","5","5","3","2","4","1","4","5","3","2","1","5","2","4","3","1","4","3","2","1","5","5","2","3","1","4","1","5","2","4","3","2","1","3","4","5","5","2","1","3","4","4","1","3","5","2","5","3","4","2","1","5","4","2","1","3","1","2","4","3","5","5","2","3","4","1","1","3","2","4","5","Mango-Essig "
"2024/02/08 12:28:30 PM MEZ","","Yes","3","5","1","2","4","1","5","2","4","3","3","4","1","5","2","3","1","4","2","5","1","2","5","3","4","2","3","4","1","5","5","2","1","4","3","5","3","4","2","1","5","3","4","2","1","3","4","1","2","5","5","4","3","2","1","4","5","1","3","2","4","2","3","1","5","4","5","1","2","3","4","2","3","5","1","5","2","4","3","1","5","4","2","1","3","2","1","4","3","5","5","4","2","3","1","2","3","1","4","5",""
"2024/02/08 3:02:50 PM MEZ","","Yes","3","5","2","1","4","2","5","1","3","4","2","4","1","5","3","3","1","4","2","5","1","2","5","3","4","4","5","3","1","2","5","3","1","4","2","5","4","2","3","1","5","3","4","2","1","3","4","2","1","5","5","4","3","1","2","3","5","2","4","1","4","3","1","2","5","3","5","1","2","4","3","2","5","4","1","5","1","3","4","2","5","4","1","2","3","1","2","4","3","5","5","4","2","3","1","1","3","2","4","5",""
"2024/02/08 5:10:40 PM MEZ","","Yes","3","5","1","2","4","1","5","2","3","4","1","4","2","3","5","3","1","4","2","5","1","2","5","4","3","2","3","5","1","4","5","3","2","4","1","4","3","5","2","1","1","5","3","4","2","4","3","2","1","5","5","4","3","1","2","3","5","2","4","1","4","1","2","3","5","4","5","1","2","3","3","1","4","5","2","4","2","3","1","5","5","4","1","3","2","1","2","4","3","5","5","3","4","2","1","1","3","2","4","5","Hardest way to prove that i am not a bot. WTF"
"2024/02/09 6:14:21 PM MEZ","","Yes","4","5","2","1","3","3","5","2","4","1","2","4","1","5","3","3","1","4","2","5","1","2","5","4","3","1","3","4","2","5","5","2","1","3","4","3","4","5","2","1","5","3","4","2","1","4","3","2","1","5","5","4","3","2","1","4","5","2","3","1","3","2","1","4","5","5","4","1","2","3","3","2","4","5","1","5","2","4","3","1","5","4","1","2","3","1","2","4","3","5","5","3","4","2","1","2","3","1","4","5","Einfach Orangensaft"
"2024/02/11 11:18:30 AM MEZ","","Yes","1","4","2","3","5","3","5","1","4","2","2","4","1","5","3","3","2","4","1","5","1","2","5","4","3","5","4","3","1","2","5","4","1","3","2","4","3","5","1","2","5","2","4","3","1","3","5","2","1","4","5","4","1","3","2","5","4","2","3","1","4","3","1","5","2","3","5","1","2","4","3","2","5","4","1","5","1","4","3","2","5","4","2","1","3","1","2","4","3","5","5","4","2","3","1","2","3","1","4","5","So hab's auch endlich geschafft. Grüße, Daniel:)"
"2024/02/13 9:08:09 AM MEZ","","Yes","3","5","2","1","4","1","5","2","3","4","2","5","1","4","3","3","1","4","2","5","1","2","5","3","4","2","5","3","1","4","5","4","1","3","2","4","3","5","2","1","5","3","4","2","1","4","3","1","2","5","5","4","3","2","1","4","5","1","3","2","4","2","1","5","3","4","5","1","2","3","3","1","5","4","2","5","1","4","3","2","5","4","3","1","2","3","2","4","1","5","5","2","4","3","1","1","3","2","4","5",""
"2024/02/13 11:21:34 PM MEZ","","Yes","3","1","5","4","2","5","1","4","2","3","4","2","5","1","3","3","4","2","5","1","5","4","1","2","3","5","1","3","4","2","1","2","5","3","4","2","5","1","3","4","1","4","2","3","5","2","3","4","5","1","1","2","5","3","4","1","2","4","3","5","3","2","4","5","1","1","2","5","4","3","1","4","2","3","5","1","4","2","3","5","1","2","3","4","5","5","4","2","3","1","1","2","4","3","5","4","3","5","2","1",""
"2024/02/16 8:05:26 AM MEZ","","Yes","3","5","2","1","4","1","5","2","4","3","1","4","2","5","3","3","1","4","2","5","1","2","5","4","3","1","5","4","2","3","5","2","3","4","1","4","3","5","2","1","5","3","2","1","4","3","4","1","2","5","5","4","1","2","3","2","5","4","3","1","4","3","2","1","5","3","5","1","2","4","4","2","3","5","1","4","1","5","3","2","4","5","2","3","1","1","2","4","3","5","5","4","3","2","1","1","3","2","4","5",""
"2024/02/16 12:25:34 PM MEZ","","Yes","2","5","1","3","4","1","5","2","4","3","2","4","1","5","3","3","2","4","1","5","1","2","5","3","4","2","5","4","1","3","5","3","1","4","2","5","2","3","4","1","5","4","3","2","1","3","4","1","2","5","5","4","3","2","1","4","5","2","3","1","4","2","1","5","3","3","5","2","1","4","4","1","3","5","2","5","1","4","3","2","5","4","3","2","1","1","3","4","2","5","5","4","3","2","1","1","4","2","3","5",""
"2024/02/16 7:44:31 PM MEZ","","Yes","3","5","1","2","4","3","5","2","4","1","2","5","1","4","3","3","1","4","2","5","1","2","5","4","3","2","5","4","1","3","5","4","1","3","2","3","4","5","2","1","5","3","4","2","1","3","4","1","2","5","5","4","3","1","2","4","5","2","3","1","4","3","1","5","2","5","3","1","2","4","3","2","5","4","1","4","1","5","3","2","5","4","3","1","2","2","3","4","1","5","5","4","3","2","1","1","3","2","4","5","Geiler Typ"
